@relation coletas

@attribute lotacao numeric
@attribute total_segundos numeric
@attribute temp_aparente numeric
@attribute precipitacao numeric
@attribute class {vazio,normal,lotado,superlotado}

@data
26,43215,26.62,0.1778,superlotado
27,43216,26.62,0.1778,superlotado
28,43217,26.62,0.1778,superlotado
26,43218,26.62,0.1778,superlotado
32,43219,26.62,0.1778,superlotado
32,43220,26.62,0.1778,superlotado
32,43221,26.62,0.1778,superlotado
31,43222,26.62,0.1778,superlotado
31,43223,26.62,0.1778,superlotado
34,43224,26.62,0.1778,superlotado
36,43225,26.62,0.1778,superlotado
36,43226,26.62,0.1778,superlotado
35,43227,26.62,0.1778,superlotado
35,43228,26.62,0.1778,superlotado
27,43229,26.62,0.1778,superlotado
29,43230,26.62,0.1778,superlotado
29,43231,26.62,0.1778,superlotado
29,43232,26.62,0.1778,superlotado
29,43233,26.62,0.1778,superlotado
26,43234,26.62,0.1778,superlotado
24,43235,26.62,0.1778,superlotado
27,43236,26.62,0.1778,superlotado
27,43237,26.62,0.1778,superlotado
28,43238,26.62,0.1778,superlotado
28,43239,26.62,0.1778,superlotado
26,43240,26.62,0.1778,superlotado
26,43241,26.62,0.1778,superlotado
26,43242,26.62,0.1778,superlotado
26,43243,26.62,0.1778,superlotado
26,43244,26.62,0.1778,superlotado
27,43245,26.62,0.1778,superlotado
24,43246,26.62,0.1778,superlotado
24,43247,26.62,0.1778,superlotado
23,43248,26.62,0.1778,superlotado
23,43249,26.62,0.1778,superlotado
28,43250,26.62,0.1803,superlotado
28,43251,26.62,0.1803,superlotado
27,43252,26.62,0.1803,superlotado
29,43253,26.62,0.1803,superlotado
29,43254,26.62,0.1803,superlotado
31,43255,26.62,0.1803,superlotado
36,43256,26.62,0.1803,superlotado
37,43257,26.62,0.1803,superlotado
38,43258,26.62,0.1803,superlotado
38,43259,26.62,0.1803,superlotado
33,43260,26.62,0.1803,superlotado
33,43261,26.62,0.1803,superlotado
33,43262,26.62,0.1803,superlotado
31,43263,26.62,0.1803,superlotado
34,43264,26.62,0.1803,superlotado
32,43265,26.62,0.1803,superlotado
28,43266,26.62,0.1803,superlotado
27,43267,26.62,0.1803,superlotado
26,43268,26.62,0.1803,superlotado
30,43269,26.62,0.1803,superlotado
30,43270,26.62,0.1803,superlotado
30,43271,26.62,0.1803,superlotado
30,43272,26.62,0.1803,superlotado
30,43273,26.62,0.1803,superlotado
27,43274,26.62,0.1803,superlotado
27,43275,26.62,0.1803,superlotado
27,43276,26.62,0.1803,superlotado
27,43277,26.62,0.1803,superlotado
27,43278,26.62,0.1803,superlotado
23,43279,26.62,0.1803,superlotado
22,43280,26.62,0.1803,superlotado
22,43281,26.62,0.1803,superlotado
22,43282,26.62,0.1803,superlotado
22,43283,26.62,0.1803,superlotado
22,43284,26.62,0.1803,superlotado
25,43285,26.62,0.1803,superlotado
24,43286,26.62,0.1803,superlotado
24,43287,26.62,0.1803,superlotado
24,43288,26.62,0.1803,superlotado
25,43289,26.62,0.1803,superlotado
26,43290,26.62,0.1803,superlotado
27,43291,26.62,0.1803,superlotado
27,43292,26.62,0.1803,superlotado
27,43293,26.62,0.1803,superlotado
27,43294,26.62,0.1803,superlotado
24,43295,26.62,0.1803,superlotado
22,43296,26.62,0.1803,superlotado
22,43297,26.62,0.1803,superlotado
22,43298,26.62,0.1803,superlotado
21,43299,26.62,0.1803,superlotado
21,43300,26.62,0.1803,superlotado
20,43301,26.62,0.1803,superlotado
19,43302,26.62,0.1803,superlotado
20,43303,26.62,0.1803,superlotado
20,43304,26.62,0.1803,superlotado
22,43305,26.62,0.1803,superlotado
22,43306,26.62,0.1803,superlotado
22,43307,26.62,0.1803,superlotado
24,43308,26.62,0.1803,superlotado
24,43309,26.62,0.1803,superlotado
23,43310,26.63,0.1803,superlotado
23,43311,26.63,0.1803,superlotado
23,43312,26.63,0.1803,superlotado
22,43313,26.63,0.1803,superlotado
22,43314,26.63,0.1803,superlotado
21,43315,26.63,0.1803,superlotado
21,43316,26.63,0.1803,superlotado
23,43317,26.63,0.1803,superlotado
22,43318,26.63,0.1803,superlotado
23,43319,26.63,0.1803,superlotado
24,43320,26.63,0.1803,superlotado
24,43321,26.63,0.1803,superlotado
24,43322,26.63,0.1803,superlotado
24,43323,26.63,0.1803,superlotado
25,43324,26.63,0.1803,superlotado
24,43325,26.63,0.1803,superlotado
24,43326,26.63,0.1803,superlotado
22,43327,26.63,0.1803,superlotado
22,43328,26.63,0.1803,superlotado
21,43329,26.63,0.1803,superlotado
20,43330,26.63,0.1803,superlotado
20,43331,26.63,0.1803,superlotado
20,43332,26.63,0.1803,superlotado
20,43333,26.63,0.1803,superlotado
22,43334,26.63,0.1803,superlotado
23,43335,26.63,0.1803,superlotado
23,43336,26.63,0.1803,superlotado
24,43337,26.63,0.1803,superlotado
24,43338,26.63,0.1803,superlotado
24,43339,26.63,0.1803,superlotado
24,43340,26.63,0.1803,superlotado
25,43341,26.63,0.1803,superlotado
27,43342,26.63,0.1803,superlotado
27,43343,26.63,0.1803,superlotado
27,43344,26.63,0.1803,superlotado
28,43345,26.63,0.1803,superlotado
28,43346,26.63,0.1803,superlotado
27,43347,26.63,0.1803,superlotado
27,43348,26.63,0.1803,superlotado
28,43349,26.63,0.1803,superlotado
32,43350,26.63,0.1803,superlotado
36,43351,26.63,0.1803,superlotado
34,43352,26.63,0.1803,superlotado
34,43353,26.63,0.1803,superlotado
34,43354,26.63,0.1803,superlotado
32,43355,26.63,0.1803,superlotado
32,43356,26.63,0.1803,superlotado
31,43357,26.63,0.1803,superlotado
31,43358,26.63,0.1803,superlotado
30,43359,26.63,0.1803,superlotado
26,43360,26.63,0.1803,superlotado
21,43361,26.63,0.1803,superlotado
21,43362,26.63,0.1803,superlotado
26,43363,26.63,0.1803,superlotado
26,43364,26.63,0.1803,superlotado
28,43365,26.63,0.1803,superlotado
31,43366,26.63,0.1803,superlotado
39,43367,26.63,0.1803,superlotado
39,43368,26.63,0.1803,superlotado
39,43369,26.63,0.1803,superlotado
39,43370,26.63,0.1829,superlotado
39,43371,26.63,0.1829,superlotado
39,43372,26.63,0.1829,superlotado
34,43373,26.63,0.1829,superlotado
34,43374,26.63,0.1829,superlotado
32,43375,26.63,0.1829,superlotado
31,43376,26.63,0.1829,superlotado
25,43377,26.63,0.1829,superlotado
25,43378,26.63,0.1829,superlotado
25,43379,26.63,0.1829,superlotado
28,43380,26.63,0.1829,superlotado
32,43381,26.63,0.1829,superlotado
32,43382,26.63,0.1829,superlotado
33,43383,26.63,0.1829,superlotado
34,43384,26.63,0.1829,superlotado
34,43385,26.63,0.1829,superlotado
32,43386,26.63,0.1829,superlotado
30,43387,26.63,0.1829,superlotado
30,43388,26.63,0.1829,superlotado
30,43389,26.63,0.1829,superlotado
28,43390,26.63,0.1829,superlotado
24,43391,26.63,0.1829,superlotado
24,43392,26.63,0.1829,superlotado
26,43393,26.63,0.1829,superlotado
26,43394,26.63,0.1829,superlotado
26,43395,26.63,0.1829,superlotado
27,43396,26.63,0.1829,superlotado
27,43397,26.63,0.1829,superlotado
31,43398,26.63,0.1829,superlotado
31,43399,26.63,0.1829,superlotado
30,43400,26.63,0.1829,superlotado
30,43401,26.63,0.1829,superlotado
38,43402,26.63,0.1829,superlotado
34,43403,26.63,0.1829,superlotado
34,43404,26.63,0.1829,superlotado
34,43405,26.63,0.1829,superlotado
33,43406,26.63,0.1829,superlotado
36,43407,26.63,0.1829,superlotado
32,43408,26.63,0.1829,superlotado
33,43409,26.63,0.1829,superlotado
33,43410,26.63,0.1829,superlotado
37,43411,26.63,0.1829,superlotado
31,43412,26.63,0.1829,superlotado
31,43413,26.63,0.1829,superlotado
31,43414,26.63,0.1829,superlotado
31,43415,26.63,0.1829,superlotado
31,43416,26.63,0.1829,superlotado
29,43417,26.63,0.1829,superlotado
29,43418,26.63,0.1829,superlotado
28,43419,26.63,0.1829,superlotado
28,43420,26.63,0.1829,superlotado
24,43421,26.63,0.1829,superlotado
24,43422,26.63,0.1829,superlotado
24,43423,26.63,0.1829,superlotado
24,43424,26.63,0.1829,superlotado
24,43425,26.63,0.1829,superlotado
24,43426,26.63,0.1829,superlotado
23,43427,26.63,0.1829,superlotado
23,43428,26.63,0.1829,superlotado
26,43429,26.63,0.1829,superlotado
26,43430,26.63,0.1854,superlotado
25,43431,26.63,0.1854,superlotado
25,43432,26.63,0.1854,superlotado
29,43433,26.63,0.1854,superlotado
29,43434,26.63,0.1854,superlotado
32,43435,26.63,0.1854,superlotado
32,43436,26.63,0.1854,superlotado
31,43437,26.63,0.1854,superlotado
31,43438,26.63,0.1854,superlotado
29,43439,26.63,0.1854,superlotado
32,43440,26.63,0.1854,superlotado
32,43441,26.63,0.1854,superlotado
32,43442,26.63,0.1854,superlotado
31,43443,26.63,0.1854,superlotado
31,43444,26.63,0.1854,superlotado
28,43445,26.63,0.1854,superlotado
28,43446,26.63,0.1854,superlotado
30,43447,26.63,0.1854,superlotado
33,43448,26.63,0.1854,superlotado
33,43449,26.63,0.1854,superlotado
30,43450,26.63,0.1854,superlotado
31,43451,26.63,0.1854,superlotado
31,43452,26.63,0.1854,superlotado
29,43453,26.63,0.1854,superlotado
29,43454,26.63,0.1854,superlotado
29,43455,26.63,0.1854,superlotado
29,43456,26.63,0.1854,superlotado
30,43457,26.63,0.1854,superlotado
27,43458,26.63,0.1854,superlotado
27,43459,26.63,0.1854,superlotado
27,43460,26.63,0.1854,superlotado
26,43461,26.63,0.1854,superlotado
27,43462,26.63,0.1854,superlotado
28,43463,26.63,0.1854,superlotado
28,43464,26.63,0.1854,superlotado
28,43465,26.63,0.1854,superlotado
29,43466,26.63,0.1854,superlotado
28,43467,26.63,0.1854,superlotado
28,43468,26.63,0.1854,superlotado
28,43469,26.63,0.1854,superlotado
28,43470,26.63,0.1854,superlotado
28,43471,26.63,0.1854,superlotado
30,43472,26.63,0.1854,superlotado
29,43473,26.63,0.1854,superlotado
29,43474,26.63,0.1854,superlotado
29,43475,26.63,0.1854,superlotado
28,43476,26.63,0.1854,superlotado
27,43477,26.63,0.1854,superlotado
27,43478,26.63,0.1854,superlotado
27,43479,26.63,0.1854,superlotado
28,43480,26.63,0.1854,superlotado
28,43481,26.63,0.1854,superlotado
24,43482,26.63,0.1854,superlotado
22,43483,26.63,0.1854,superlotado
22,43484,26.63,0.1854,superlotado
23,43485,26.63,0.1854,superlotado
24,43486,26.63,0.1854,superlotado
26,43487,26.63,0.1854,superlotado
26,43488,26.63,0.1854,superlotado
26,43489,26.63,0.1854,superlotado
25,43490,26.63,0.1854,superlotado
25,43491,26.63,0.1854,superlotado
25,43492,26.63,0.1854,superlotado
24,43493,26.63,0.1854,superlotado
25,43494,26.63,0.1854,superlotado
29,43495,26.63,0.1854,superlotado
28,43496,26.63,0.1854,superlotado
28,43497,26.63,0.1854,superlotado
28,43498,26.63,0.1854,superlotado
28,43499,26.63,0.1854,superlotado
30,43500,26.63,0.1854,superlotado
33,43501,26.63,0.1854,superlotado
33,43502,26.63,0.1854,superlotado
33,43503,26.63,0.1854,superlotado
33,43504,26.63,0.1854,superlotado
29,43505,26.63,0.1854,superlotado
29,43506,26.63,0.1854,superlotado
26,43507,26.63,0.1854,superlotado
27,43508,26.63,0.1854,superlotado
27,43509,26.63,0.1854,superlotado
25,43510,26.63,0.1854,superlotado
22,43511,26.63,0.1854,superlotado
22,43512,26.63,0.1854,superlotado
22,43513,26.63,0.1854,superlotado
20,43514,26.63,0.1854,superlotado
20,43515,26.63,0.1854,superlotado
21,43516,26.63,0.1854,superlotado
23,43517,26.63,0.1854,superlotado
22,43518,26.63,0.1854,superlotado
27,43519,26.63,0.1854,superlotado
27,43520,26.63,0.1854,superlotado
27,43521,26.63,0.1854,superlotado
28,43522,26.63,0.1854,superlotado
29,43523,26.63,0.1854,superlotado
30,43524,26.63,0.1854,superlotado
30,43525,26.63,0.1854,superlotado
30,43526,26.63,0.1854,superlotado
28,43527,26.63,0.1854,superlotado
29,43528,26.63,0.1854,superlotado
28,43529,26.63,0.1854,superlotado
28,43530,26.63,0.1854,superlotado
29,43531,26.63,0.1854,superlotado
29,43532,26.63,0.1854,superlotado
32,43533,26.63,0.1854,superlotado
31,43534,26.63,0.1854,superlotado
31,43535,26.63,0.1854,superlotado
35,43536,26.63,0.1854,superlotado
36,43537,26.63,0.1854,superlotado
34,43538,26.63,0.1854,superlotado
30,43539,26.63,0.1854,superlotado
30,43540,26.63,0.1854,superlotado
32,43541,26.63,0.1854,superlotado
31,43542,26.63,0.1854,superlotado
26,43543,26.63,0.1854,superlotado
28,43544,26.63,0.1854,superlotado
31,43545,26.63,0.1854,superlotado
27,43546,26.63,0.1854,superlotado
27,43547,26.63,0.1854,superlotado
27,43548,26.63,0.1854,superlotado
27,43549,26.63,0.1854,superlotado
28,43550,26.64,0.188,superlotado
25,43551,26.64,0.188,superlotado
26,43552,26.64,0.188,superlotado
26,43553,26.64,0.188,superlotado
24,43554,26.64,0.188,superlotado
21,43555,26.64,0.188,superlotado
36,43556,26.64,0.188,superlotado
36,43557,26.64,0.188,superlotado
36,43558,26.64,0.188,superlotado
36,43559,26.64,0.188,superlotado
35,43560,26.64,0.188,superlotado
35,43561,26.64,0.188,superlotado
35,43562,26.64,0.188,superlotado
36,43563,26.64,0.188,superlotado
36,43564,26.64,0.188,superlotado
39,43565,26.64,0.188,superlotado
30,43566,26.64,0.188,superlotado
30,43567,26.64,0.188,superlotado
30,43568,26.64,0.188,superlotado
32,43569,26.64,0.188,superlotado
32,43570,26.64,0.188,superlotado
33,43571,26.64,0.188,superlotado
33,43572,26.64,0.188,superlotado
36,43573,26.64,0.188,superlotado
35,43574,26.64,0.188,superlotado
33,43575,26.64,0.188,superlotado
28,43576,26.64,0.188,superlotado
28,43577,26.64,0.188,superlotado
28,43578,26.64,0.188,superlotado
26,43579,26.64,0.188,superlotado
25,43580,26.64,0.188,superlotado
27,43581,26.64,0.188,superlotado
27,43582,26.64,0.188,superlotado
23,43583,26.64,0.188,superlotado
27,43584,26.64,0.188,superlotado
27,43585,26.64,0.188,superlotado
27,43586,26.64,0.188,superlotado
30,43587,26.64,0.188,superlotado
30,43588,26.64,0.188,superlotado
31,43589,26.64,0.188,superlotado
31,43590,26.64,0.188,superlotado
30,43591,26.64,0.188,superlotado
31,43592,26.64,0.188,superlotado
33,43593,26.64,0.188,superlotado
30,43594,26.64,0.188,superlotado
30,43595,26.64,0.188,superlotado
30,43596,26.64,0.188,superlotado
27,43597,26.64,0.188,superlotado
30,43598,26.64,0.188,superlotado
29,43599,26.64,0.188,superlotado
29,43600,26.64,0.188,superlotado
27,43601,26.64,0.188,superlotado
27,43602,26.64,0.188,superlotado
27,43603,26.64,0.188,superlotado
27,43604,26.64,0.188,superlotado
27,43605,26.64,0.188,superlotado
28,43606,26.64,0.188,superlotado
31,43607,26.64,0.188,superlotado
44,43608,26.64,0.188,superlotado
44,43609,26.64,0.188,superlotado
43,43610,26.64,0.1905,superlotado
4,37112,26.29,0.0533,lotado
4,37113,26.29,0.0533,lotado
5,37114,26.29,0.0533,lotado
8,37115,26.29,0.0533,lotado
8,37116,26.29,0.0533,lotado
10,37117,26.29,0.0533,lotado
11,37118,26.29,0.0533,lotado
11,37119,26.29,0.0533,lotado
12,37120,26.29,0.0533,lotado
12,37121,26.29,0.0533,lotado
12,37122,26.29,0.0533,lotado
13,37123,26.29,0.0533,lotado
14,37124,26.29,0.0533,lotado
13,37125,26.29,0.0533,lotado
13,37126,26.29,0.0533,lotado
12,37127,26.29,0.0533,lotado
15,37128,26.29,0.0533,lotado
14,37129,26.29,0.0533,lotado
13,37130,26.29,0.0533,lotado
16,37131,26.29,0.0533,lotado
16,37132,26.29,0.0533,lotado
16,37133,26.29,0.0533,lotado
16,37134,26.29,0.0533,lotado
16,37135,26.29,0.0533,lotado
16,37136,26.29,0.0533,lotado
16,37137,26.29,0.0533,lotado
14,37138,26.29,0.0533,lotado
14,37139,26.29,0.0533,lotado
15,37140,26.29,0.0533,lotado
13,37141,26.29,0.0533,lotado
12,37142,26.29,0.0533,lotado
13,37143,26.29,0.0533,lotado
14,37144,26.29,0.0533,lotado
14,37145,26.29,0.0533,lotado
14,37146,26.29,0.0533,lotado
15,37147,26.29,0.0533,lotado
15,37148,26.29,0.0533,lotado
15,37149,26.29,0.0533,lotado
14,37150,26.29,0.0533,lotado
14,37151,26.29,0.0533,lotado
14,37152,26.29,0.0533,lotado
15,37153,26.29,0.0533,lotado
15,37154,26.29,0.0533,lotado
15,37155,26.29,0.0533,lotado
15,37156,26.29,0.0533,lotado
14,37157,26.29,0.0533,lotado
14,37158,26.29,0.0533,lotado
14,37159,26.29,0.0533,lotado
15,37160,26.29,0.0533,lotado
16,37161,26.29,0.0533,lotado
16,37162,26.29,0.0533,lotado
15,37163,26.29,0.0533,lotado
15,37164,26.29,0.0533,lotado
15,37165,26.29,0.0533,lotado
15,37166,26.29,0.0533,lotado
16,37167,26.29,0.0533,lotado
16,37168,26.29,0.0533,lotado
17,37169,26.29,0.0533,lotado
17,37170,26.29,0.0533,lotado
18,37171,26.29,0.0533,lotado
18,37172,26.29,0.0533,lotado
17,37173,26.29,0.0533,lotado
17,37174,26.29,0.0533,lotado
17,37175,26.29,0.0533,lotado
17,37176,26.29,0.0533,lotado
17,37177,26.29,0.0533,lotado
17,37178,26.29,0.0533,lotado
17,37179,26.29,0.0533,lotado
17,37180,26.29,0.0533,lotado
17,37181,26.29,0.0533,lotado
17,37182,26.29,0.0533,lotado
17,37183,26.29,0.0533,lotado
16,37184,26.29,0.0533,lotado
16,37185,26.29,0.0533,lotado
17,37186,26.29,0.0533,lotado
17,37187,26.29,0.0533,lotado
17,37188,26.29,0.0533,lotado
18,37189,26.29,0.0533,lotado
19,37190,26.29,0.0533,lotado
19,37191,26.29,0.0533,lotado
20,37192,26.29,0.0533,lotado
21,37193,26.29,0.0533,lotado
22,37194,26.29,0.0533,lotado
22,37195,26.29,0.0533,lotado
22,37196,26.29,0.0533,lotado
23,37197,26.29,0.0533,lotado
23,37198,26.29,0.0533,lotado
23,37199,26.29,0.0533,lotado
24,37200,26.29,0.0533,lotado
24,37201,26.29,0.0533,lotado
28,37202,26.29,0.0533,lotado
27,37203,26.29,0.0533,lotado
27,37204,26.29,0.0533,lotado
28,37205,26.29,0.0533,lotado
27,37206,26.29,0.0533,lotado
26,37207,26.29,0.0533,lotado
26,37208,26.29,0.0533,lotado
25,37209,26.29,0.0533,lotado
25,37210,26.29,0.0533,lotado
24,37211,26.3,0.0533,lotado
20,37212,26.3,0.0533,lotado
20,37213,26.3,0.0533,lotado
19,37214,26.3,0.0533,lotado
19,37215,26.3,0.0533,lotado
19,37216,26.3,0.0533,lotado
19,37217,26.3,0.0533,lotado
18,37218,26.3,0.0533,lotado
18,37219,26.3,0.0533,lotado
16,37220,26.3,0.0533,lotado
16,37221,26.3,0.0533,lotado
16,37222,26.3,0.0533,lotado
16,37223,26.3,0.0533,lotado
16,37224,26.3,0.0533,lotado
16,37225,26.3,0.0533,lotado
16,37226,26.3,0.0533,lotado
16,37227,26.3,0.0533,lotado
17,37228,26.3,0.0533,lotado
18,37229,26.3,0.0533,lotado
18,37230,26.3,0.0533,lotado
18,37231,26.3,0.0533,lotado
18,37232,26.3,0.0533,lotado
19,37233,26.3,0.0533,lotado
20,37234,26.3,0.0533,lotado
20,37235,26.3,0.0533,lotado
20,37236,26.3,0.0533,lotado
20,37237,26.3,0.0533,lotado
19,37238,26.3,0.0533,lotado
18,37239,26.3,0.0533,lotado
18,37240,26.3,0.0533,lotado
17,37241,26.3,0.0533,lotado
17,37242,26.3,0.0533,lotado
19,37243,26.3,0.0533,lotado
19,37244,26.3,0.0533,lotado
19,37245,26.3,0.0533,lotado
18,37246,26.3,0.0533,lotado
18,37247,26.3,0.0533,lotado
18,37248,26.3,0.0533,lotado
18,37249,26.3,0.0533,lotado
18,37250,26.3,0.0533,lotado
18,37251,26.3,0.0533,lotado
18,37252,26.3,0.0533,lotado
15,37253,26.3,0.0533,lotado
13,37254,26.3,0.0533,lotado
13,37255,26.3,0.0533,lotado
13,37256,26.3,0.0533,lotado
13,37257,26.3,0.0533,lotado
13,37258,26.3,0.0533,lotado
13,37259,26.3,0.0533,lotado
13,37260,26.3,0.0533,lotado
13,37261,26.3,0.0533,lotado
13,37262,26.3,0.0533,lotado
13,37263,26.3,0.0533,lotado
13,37264,26.3,0.0533,lotado
13,37265,26.3,0.0533,lotado
13,37266,26.3,0.0533,lotado
13,37267,26.3,0.0533,lotado
13,37268,26.3,0.0533,lotado
13,37269,26.3,0.0533,lotado
13,37270,26.3,0.0533,lotado
13,37271,26.31,0.0533,lotado
13,37272,26.31,0.0533,lotado
13,37273,26.31,0.0533,lotado
13,37274,26.31,0.0533,lotado
13,37275,26.31,0.0533,lotado
14,37276,26.31,0.0533,lotado
14,37277,26.31,0.0533,lotado
14,37278,26.31,0.0533,lotado
14,37279,26.31,0.0533,lotado
14,37280,26.31,0.0533,lotado
14,37281,26.31,0.0533,lotado
14,37282,26.31,0.0533,lotado
14,37283,26.31,0.0533,lotado
14,37284,26.31,0.0533,lotado
14,37285,26.31,0.0533,lotado
17,37286,26.31,0.0533,lotado
17,37287,26.31,0.0533,lotado
17,37288,26.31,0.0533,lotado
17,37289,26.31,0.0533,lotado
17,37290,26.31,0.0533,lotado
17,37291,26.31,0.0533,lotado
17,37292,26.31,0.0533,lotado
17,37293,26.31,0.0533,lotado
17,37294,26.31,0.0533,lotado
17,37295,26.31,0.0533,lotado
15,37296,26.31,0.0533,lotado
15,37297,26.31,0.0533,lotado
16,37298,26.31,0.0533,lotado
16,37299,26.31,0.0533,lotado
16,37300,26.31,0.0533,lotado
19,37301,26.31,0.0533,lotado
19,37302,26.31,0.0533,lotado
19,37303,26.31,0.0533,lotado
19,37304,26.31,0.0533,lotado
19,37305,26.31,0.0533,lotado
19,37306,26.31,0.0533,lotado
19,37307,26.31,0.0533,lotado
18,37308,26.31,0.0533,lotado
18,37309,26.31,0.0533,lotado
18,37310,26.31,0.0533,lotado
14,37311,26.31,0.0533,lotado
14,37312,26.31,0.0533,lotado
15,37313,26.31,0.0533,lotado
15,37314,26.31,0.0533,lotado
15,37315,26.31,0.0533,lotado
15,37316,26.31,0.0533,lotado
18,37317,26.31,0.0533,lotado
18,37318,26.31,0.0533,lotado
18,37319,26.31,0.0533,lotado
18,37320,26.31,0.0533,lotado
18,37321,26.31,0.0533,lotado
18,37322,26.31,0.0533,lotado
18,37323,26.31,0.0533,lotado
18,37324,26.31,0.0533,lotado
18,37325,26.31,0.0533,lotado
17,37326,26.31,0.0533,lotado
14,37327,26.31,0.0533,lotado
13,37328,26.31,0.0533,lotado
13,37329,26.31,0.0533,lotado
13,37330,26.31,0.0533,lotado
13,37331,26.31,0.0533,lotado
13,37332,26.31,0.0533,lotado
13,37333,26.31,0.0533,lotado
13,37334,26.31,0.0533,lotado
13,37335,26.31,0.0533,lotado
13,37336,26.31,0.0533,lotado
13,37337,26.31,0.0533,lotado
13,37338,26.31,0.0533,lotado
13,37339,26.31,0.0533,lotado
13,37340,26.31,0.0533,lotado
12,37341,26.31,0.0533,lotado
12,37342,26.31,0.0533,lotado
12,37343,26.31,0.0533,lotado
12,37344,26.31,0.0533,lotado
12,37345,26.31,0.0533,lotado
12,37346,26.31,0.0533,lotado
13,37347,26.31,0.0533,lotado
13,37348,26.31,0.0533,lotado
13,37349,26.31,0.0533,lotado
13,37350,26.31,0.0533,lotado
13,37351,26.31,0.0533,lotado
13,37352,26.31,0.0533,lotado
13,37353,26.31,0.0533,lotado
13,37354,26.31,0.0533,lotado
13,37355,26.31,0.0533,lotado
13,37356,26.31,0.0533,lotado
12,37357,26.31,0.0533,lotado
11,37358,26.31,0.0533,lotado
11,37359,26.31,0.0533,lotado
12,37360,26.31,0.0533,lotado
12,37361,26.31,0.0533,lotado
12,37362,26.31,0.0533,lotado
12,37363,26.31,0.0533,lotado
12,37364,26.31,0.0533,lotado
12,37365,26.31,0.0533,lotado
10,37366,26.31,0.0533,lotado
10,37367,26.31,0.0533,lotado
10,37368,26.31,0.0533,lotado
10,37369,26.31,0.0533,lotado
9,37370,26.31,0.0533,lotado
9,37371,26.31,0.0533,lotado
10,37372,26.31,0.0533,lotado
10,37373,26.31,0.0533,lotado
11,37374,26.31,0.0533,lotado
11,37375,26.31,0.0533,lotado
11,37376,26.31,0.0533,lotado
11,37377,26.31,0.0533,lotado
11,37378,26.31,0.0533,lotado
11,37379,26.31,0.0533,lotado
12,37380,26.31,0.0533,lotado
13,37381,26.31,0.0533,lotado
12,37382,26.31,0.0533,lotado
11,37383,26.31,0.0533,lotado
11,37384,26.31,0.0533,lotado
12,37385,26.31,0.0533,lotado
12,37386,26.31,0.0533,lotado
12,37387,26.31,0.0533,lotado
12,37388,26.31,0.0533,lotado
12,37389,26.31,0.0533,lotado
11,37390,26.31,0.0533,lotado
11,37391,26.31,0.0533,lotado
13,37392,26.31,0.0533,lotado
15,37393,26.31,0.0533,lotado
15,37394,26.31,0.0533,lotado
16,37395,26.31,0.0533,lotado
14,37396,26.31,0.0533,lotado
13,37397,26.31,0.0533,lotado
13,37398,26.31,0.0533,lotado
14,37399,26.31,0.0533,lotado
14,37400,26.31,0.0533,lotado
14,37401,26.31,0.0533,lotado
13,37402,26.31,0.0533,lotado
11,37403,26.31,0.0533,lotado
11,37404,26.31,0.0533,lotado
10,37405,26.31,0.0533,lotado
10,37406,26.31,0.0533,lotado
10,37407,26.31,0.0533,lotado
12,37408,26.31,0.0533,lotado
12,37409,26.31,0.0533,lotado
12,37410,26.31,0.0533,lotado
13,37411,26.31,0.0533,lotado
12,37412,26.31,0.0533,lotado
11,37413,26.31,0.0533,lotado
11,37414,26.31,0.0533,lotado
12,37415,26.31,0.0533,lotado
12,37416,26.31,0.0533,lotado
12,37417,26.31,0.0533,lotado
11,37418,26.31,0.0533,lotado
11,37419,26.31,0.0533,lotado
11,37420,26.31,0.0533,lotado
11,37421,26.31,0.0533,lotado
11,37422,26.31,0.0533,lotado
11,37423,26.31,0.0533,lotado
11,37424,26.31,0.0533,lotado
10,37425,26.31,0.0533,lotado
10,37426,26.31,0.0533,lotado
10,37427,26.31,0.0533,lotado
10,37428,26.31,0.0533,lotado
10,37429,26.31,0.0533,lotado
9,37430,26.31,0.0533,lotado
9,37431,26.31,0.0533,lotado
8,37432,26.31,0.0533,lotado
8,37433,26.31,0.0533,lotado
9,37434,26.31,0.0533,lotado
9,37435,26.31,0.0533,lotado
9,37436,26.31,0.0533,lotado
8,37437,26.31,0.0533,lotado
8,37438,26.31,0.0533,lotado
10,37439,26.31,0.0533,lotado
10,37440,26.31,0.0533,lotado
10,37441,26.31,0.0533,lotado
9,37442,26.31,0.0533,lotado
9,37443,26.31,0.0533,lotado
8,37444,26.31,0.0533,lotado
8,37445,26.31,0.0533,lotado
9,37446,26.31,0.0533,lotado
9,37447,26.31,0.0533,lotado
10,37448,26.31,0.0533,lotado
9,37449,26.31,0.0533,lotado
9,37450,26.31,0.0533,lotado
9,37451,26.32,0.0533,lotado
9,37452,26.32,0.0533,lotado
11,37453,26.32,0.0533,lotado
11,37454,26.32,0.0533,lotado
11,37455,26.32,0.0533,lotado
11,37456,26.32,0.0533,lotado
11,37457,26.32,0.0533,lotado
10,37458,26.32,0.0533,lotado
10,37459,26.32,0.0533,lotado
11,37460,26.32,0.0533,lotado
11,37461,26.32,0.0533,lotado
11,37462,26.32,0.0533,lotado
10,37463,26.32,0.0533,lotado
9,37464,26.32,0.0533,lotado
10,37465,26.32,0.0533,lotado
9,37466,26.32,0.0533,lotado
9,37467,26.32,0.0533,lotado
10,37468,26.32,0.0533,lotado
10,37469,26.32,0.0533,lotado
