segundo,calculo,timestamp
131,24,1530193849
132,25,1530193850
133,25,1530193851
134,25,1530193852
135,21,1530193853
136,20,1530193854
137,21,1530193855
138,18,1530193856
139,20,1530193857
140,23,1530193858
141,24,1530193859
142,23,1530193860
143,25,1530193861
144,25,1530193862
145,26,1530193863
146,26,1530193864
147,27,1530193865
148,27,1530193866
149,25,1530193867
150,23,1530193868
151,21,1530193869
152,21,1530193870
153,21,1530193871
154,20,1530193872
155,23,1530193873
156,23,1530193874
157,21,1530193875
158,21,1530193876
159,23,1530193877
160,22,1530193878
161,22,1530193879
162,23,1530193880
163,19,1530193881
164,19,1530193882
165,14,1530193883
166,17,1530193884
167,17,1530193885
168,18,1530193886
169,15,1530193887
170,15,1530193888
171,15,1530193889
172,14,1530193890
173,14,1530193891
174,14,1530193892
175,14,1530193893
176,11,1530193894
177,12,1530193895
178,11,1530193896
179,11,1530193897
180,12,1530193898
181,12,1530193899
182,12,1530193900
183,13,1530193901
184,12,1530193902
185,12,1530193903
186,12,1530193904
187,11,1530193905
188,12,1530193906
189,13,1530193907
190,12,1530193908
191,13,1530193909
192,13,1530193910
193,12,1530193911
194,13,1530193912
195,13,1530193913
196,13,1530193914
197,14,1530193915
198,14,1530193916
199,13,1530193917
200,13,1530193918
201,12,1530193919
202,12,1530193920
203,13,1530193921
204,23,1530193922
205,24,1530193923
206,24,1530193924
207,23,1530193925
208,23,1530193926
209,23,1530193927
210,23,1530193928
211,23,1530193929
212,23,1530193930
213,22,1530193931
214,11,1530193932
215,11,1530193933
216,11,1530193934
217,11,1530193935
218,11,1530193936
219,11,1530193937
220,11,1530193938
221,11,1530193939
222,10,1530193940
223,10,1530193941
224,13,1530193942
225,13,1530193943
226,13,1530193944
227,16,1530193945
228,16,1530193946
229,17,1530193947
230,17,1530193948
231,18,1530193949
232,18,1530193950
233,18,1530193951
234,15,1530193952
235,15,1530193953
236,16,1530193954
237,13,1530193955
238,13,1530193956
239,12,1530193957
240,12,1530193958
241,11,1530193959
242,11,1530193960
243,11,1530193961
244,11,1530193962
245,11,1530193963
246,10,1530193964
247,10,1530193965
248,10,1530193966
249,10,1530193967
250,16,1530193968
251,16,1530193969
252,21,1530193970
253,21,1530193971
254,21,1530193972
255,20,1530193973
256,21,1530193974
257,21,1530193975
258,21,1530193976
259,21,1530193977
260,15,1530193978
261,15,1530193979
262,10,1530193980
263,10,1530193981
264,10,1530193982
265,10,1530193983
266,9,1530193984
267,9,1530193985
268,9,1530193986
269,11,1530193987
270,13,1530193988
271,13,1530193989
272,13,1530193990
273,13,1530193991
274,17,1530193992
275,17,1530193993
276,17,1530193994
277,18,1530193995
278,19,1530193996
279,17,1530193997
280,15,1530193998
281,15,1530193999
282,15,1530194000
283,16,1530194001
284,12,1530194002
285,12,1530194003
286,12,1530194004
287,11,1530194005
288,13,1530194006
289,13,1530194007
290,13,1530194008
291,13,1530194009
292,13,1530194010
293,12,1530194011
294,12,1530194012
295,12,1530194013
296,13,1530194014
297,16,1530194015
298,13,1530194016
299,11,1530194017
300,11,1530194018
301,15,1530194019
302,16,1530194020
303,16,1530194021
304,16,1530194022
305,15,1530194023
306,14,1530194024
307,11,1530194025
308,11,1530194026
309,11,1530194027
310,11,1530194028
311,10,1530194029
312,10,1530194030
313,9,1530194031
314,9,1530194032
315,10,1530194033
316,10,1530194034
317,9,1530194035
318,9,1530194036
319,9,1530194037
320,9,1530194038
321,8,1530194039
322,8,1530194040
323,8,1530194041
324,10,1530194042
325,10,1530194043
326,14,1530194044
327,14,1530194045
328,14,1530194046
329,15,1530194047
330,17,1530194048
331,17,1530194049
332,16,1530194050
333,16,1530194051
334,14,1530194052
335,16,1530194053
336,12,1530194054
337,12,1530194055
338,13,1530194056
339,13,1530194057
340,11,1530194058
341,11,1530194059
342,11,1530194060
343,11,1530194061
344,11,1530194062
345,9,1530194063
346,9,1530194064
347,9,1530194065
348,8,1530194066
349,10,1530194067
350,10,1530194068
351,10,1530194069
352,10,1530194070
353,10,1530194071
354,8,1530194072
355,8,1530194073
356,9,1530194074
357,9,1530194075
358,9,1530194076
359,10,1530194077
360,12,1530194078
361,12,1530194079
362,12,1530194080
363,12,1530194081
364,12,1530194082
365,13,1530194083
366,13,1530194084
367,13,1530194085
368,14,1530194086
369,14,1530194087
370,12,1530194088
371,12,1530194089
372,13,1530194090
373,14,1530194091
374,14,1530194092
375,14,1530194093
376,14,1530194094
377,14,1530194095
378,14,1530194096
379,14,1530194097
380,15,1530194098
381,15,1530194099
382,14,1530194100
383,14,1530194101
384,15,1530194102
385,16,1530194103
386,16,1530194104
387,17,1530194105
388,17,1530194106
389,17,1530194107
390,17,1530194108
391,17,1530194109
392,17,1530194110
393,17,1530194111
394,17,1530194112
395,17,1530194113
396,18,1530194114
397,17,1530194115
398,19,1530194116
399,19,1530194117
400,19,1530194118
401,19,1530194119
402,19,1530194120
403,19,1530194121
404,19,1530194122
405,19,1530194123
406,19,1530194124
407,19,1530194125
408,18,1530194126
409,19,1530194127
410,20,1530194128
411,20,1530194129
412,20,1530194130
413,20,1530194131
414,20,1530194132
415,20,1530194133
416,19,1530194134
417,19,1530194135
418,20,1530194136
419,19,1530194137
420,19,1530194138
421,18,1530194139
422,20,1530194140
423,20,1530194141
424,20,1530194142
425,19,1530194143
426,20,1530194144
427,20,1530194145
428,19,1530194146
429,19,1530194147
430,18,1530194148
431,18,1530194149
432,17,1530194150
433,17,1530194151
434,17,1530194152
435,17,1530194153
436,16,1530194154
437,16,1530194155
438,16,1530194156
439,16,1530194157
440,16,1530194158
441,17,1530194159
442,17,1530194160
443,17,1530194161
444,17,1530194162
445,18,1530194163
446,18,1530194164
447,18,1530194165
448,18,1530194166
449,18,1530194167
450,20,1530194168
451,18,1530194169
452,18,1530194170
453,18,1530194171
454,19,1530194172
455,18,1530194173
456,18,1530194174
457,18,1530194175
458,18,1530194176
459,17,1530194177
460,17,1530194178
461,17,1530194179
462,18,1530194180
463,18,1530194181
464,17,1530194182
465,18,1530194183
466,17,1530194184
467,17,1530194185
468,17,1530194186
469,17,1530194187
470,17,1530194188
471,17,1530194189
472,15,1530194190
473,15,1530194191
474,16,1530194192
475,16,1530194193
476,16,1530194194
477,16,1530194195
478,16,1530194196
479,16,1530194197
480,17,1530194198
481,17,1530194199
482,17,1530194200
483,17,1530194201
484,17,1530194202
485,17,1530194203
486,17,1530194204
487,17,1530194205
488,17,1530194206
489,17,1530194207
490,16,1530194208
491,17,1530194209
492,17,1530194210
493,17,1530194211
494,17,1530194212
495,17,1530194213
496,17,1530194214
497,17,1530194215
498,17,1530194216
499,17,1530194217
500,17,1530194218
501,16,1530194219
502,16,1530194220
503,15,1530194221
504,15,1530194222
505,15,1530194223
506,15,1530194224
507,15,1530194225
508,15,1530194226
509,15,1530194227
510,15,1530194228
511,15,1530194229
512,15,1530194230
513,15,1530194231
514,14,1530194232
515,14,1530194233
516,15,1530194234
517,16,1530194235
518,16,1530194236
519,16,1530194237
520,16,1530194238
521,16,1530194239
522,16,1530194240
523,17,1530194241
524,17,1530194242
525,17,1530194243
526,16,1530194244
527,16,1530194245
528,16,1530194246
529,15,1530194247
530,16,1530194248
531,17,1530194249
532,18,1530194250
533,19,1530194251
534,19,1530194252
535,20,1530194253
536,22,1530194254
537,21,1530194255
538,21,1530194256
539,21,1530194257
540,20,1530194258
541,20,1530194259
542,20,1530194260
543,21,1530194261
544,20,1530194262
545,20,1530194263
546,19,1530194264
547,20,1530194265
548,20,1530194266
549,20,1530194267
550,20,1530194268
551,18,1530194269
552,18,1530194270
553,18,1530194271
554,18,1530194272
555,17,1530194273
556,17,1530194274
557,15,1530194275
558,15,1530194276
559,16,1530194277
560,17,1530194278
561,17,1530194279
562,17,1530194280
563,18,1530194281
564,18,1530194282
565,19,1530194283
566,21,1530194284
567,21,1530194285
568,23,1530194286
569,22,1530194287
570,23,1530194288
571,24,1530194289
572,22,1530194290
573,26,1530194291
574,26,1530194292
575,25,1530194293
576,22,1530194294
577,22,1530194295
578,22,1530194296
579,22,1530194297
580,20,1530194298
581,19,1530194299
582,19,1530194300
583,13,1530194301
584,13,1530194302
585,13,1530194303
586,13,1530194304
587,14,1530194305
588,15,1530194306
589,15,1530194307
590,15,1530194308
591,15,1530194309
592,15,1530194310
593,19,1530194311
594,20,1530194312
595,20,1530194313
596,20,1530194314
597,19,1530194315
598,15,1530194316
599,15,1530194317
600,15,1530194318
601,15,1530194319
602,15,1530194320
603,11,1530194321
604,10,1530194322
605,10,1530194323
606,11,1530194324
607,11,1530194325
608,11,1530194326
609,11,1530194327
610,11,1530194328
611,12,1530194329
612,13,1530194330
613,13,1530194331
614,14,1530194332
615,14,1530194333
616,14,1530194334
617,14,1530194335
618,14,1530194336
619,14,1530194337
620,14,1530194338
621,13,1530194339
622,12,1530194340
623,14,1530194341
624,13,1530194342
625,12,1530194343
626,11,1530194344
627,11,1530194345
628,11,1530194346
629,11,1530194347
630,10,1530194348
631,10,1530194349
632,10,1530194350
633,8,1530194351
634,8,1530194352
635,8,1530194353
636,8,1530194354
637,8,1530194355
638,8,1530194356
639,11,1530194357
640,11,1530194358
641,11,1530194359
642,13,1530194360
643,13,1530194361
644,13,1530194362
645,16,1530194363
646,16,1530194364
647,18,1530194365
648,18,1530194366
649,15,1530194367
650,16,1530194368
651,16,1530194369
652,14,1530194370
653,14,1530194371
654,14,1530194372
655,13,1530194373
656,13,1530194374
657,12,1530194375
658,12,1530194376
659,12,1530194377
660,11,1530194378
661,11,1530194379
662,11,1530194380
663,11,1530194381
664,14,1530194382
665,17,1530194383
666,17,1530194384
667,17,1530194385
668,17,1530194386
669,16,1530194387
670,16,1530194388
671,16,1530194389
672,16,1530194390
673,16,1530194391
674,13,1530194392
675,9,1530194393
676,9,1530194394
677,10,1530194395
678,10,1530194396
679,10,1530194397
680,10,1530194398
681,11,1530194399
682,11,1530194400
683,11,1530194401
684,11,1530194402
685,11,1530194403
686,11,1530194404
687,14,1530194405
688,18,1530194406
689,18,1530194407
690,18,1530194408
691,18,1530194409
692,18,1530194410
693,18,1530194411
694,18,1530194412
695,19,1530194413
696,19,1530194414
697,15,1530194415
698,11,1530194416
699,11,1530194417
700,11,1530194418
701,10,1530194419
702,10,1530194420
703,10,1530194421
704,10,1530194422
705,10,1530194423
706,10,1530194424
707,10,1530194425
708,10,1530194426
709,10,1530194427
710,10,1530194428
711,10,1530194429
712,11,1530194430
713,14,1530194431
714,15,1530194432
715,15,1530194433
716,15,1530194434
717,15,1530194435
718,15,1530194436
719,15,1530194437
720,15,1530194438
721,15,1530194439
722,14,1530194440
723,11,1530194441
724,10,1530194442
725,10,1530194443
726,10,1530194444
727,10,1530194445
728,10,1530194446
729,10,1530194447
730,10,1530194448
731,10,1530194449
732,11,1530194450
733,11,1530194451
734,11,1530194452
735,11,1530194453
736,14,1530194454
737,17,1530194455
738,17,1530194456
739,18,1530194457
740,18,1530194458
741,18,1530194459
742,18,1530194460
743,18,1530194461
744,18,1530194462
745,19,1530194463
746,16,1530194464
747,13,1530194465
748,13,1530194466
749,12,1530194467
750,11,1530194468
751,11,1530194469
752,10,1530194470
753,10,1530194471
754,10,1530194472
755,10,1530194473
756,10,1530194474
757,10,1530194475
758,10,1530194476
759,10,1530194477
760,10,1530194478
761,10,1530194479
762,13,1530194480
763,14,1530194481
764,14,1530194482
765,14,1530194483
766,14,1530194484
767,14,1530194485
768,16,1530194486
769,18,1530194487
770,19,1530194488
771,20,1530194489
772,18,1530194490
773,17,1530194491
774,17,1530194492
775,19,1530194493
776,19,1530194494
777,19,1530194495
778,18,1530194496
779,17,1530194497
780,16,1530194498
781,15,1530194499
782,15,1530194500
783,19,1530194501
784,18,1530194502
785,19,1530194503
