segundo,calculo,timestamp,hora_minuto
1050,9,1516186747,10:59
1051,9,1516186748,10:59
1052,8,1516186749,10:59
1053,9,1516186750,10:59
1054,9,1516186751,10:59
1055,10,1516186752,10:59
1056,10,1516186753,10:59
1057,10,1516186754,10:59
1058,10,1516186755,10:59
1059,10,1516186756,10:59
1060,10,1516186757,10:59
1061,11,1516186758,10:59
1062,11,1516186759,10:59
1063,11,1516186760,10:59
1064,11,1516186761,10:59
1065,11,1516186762,10:59
1066,11,1516186763,10:59
1067,11,1516186764,10:59
1068,12,1516186765,10:59
1069,13,1516186766,10:59
1070,13,1516186767,10:59
1071,13,1516186768,10:59
1072,13,1516186769,10:59
1073,14,1516186770,10:59
1074,14,1516186771,10:59
1075,14,1516186772,10:59
1076,14,1516186773,10:59
1077,13,1516186774,10:59
1078,12,1516186775,10:59
1079,12,1516186776,10:59
1080,11,1516186777,10:59
1081,12,1516186778,10:59
1082,14,1516186779,10:59
1083,13,1516186780,10:59
1084,13,1516186781,10:59
1085,13,1516186782,10:59
1086,13,1516186783,10:59
1087,15,1516186784,10:59
1088,15,1516186785,10:59
1089,14,1516186786,10:59
1090,14,1516186787,10:59
1091,13,1516186788,10:59
1092,12,1516186789,10:59
1093,12,1516186790,10:59
1094,12,1516186791,10:59
1095,12,1516186792,10:59
1096,12,1516186793,10:59
1097,10,1516186794,10:59
1098,10,1516186795,10:59
1099,10,1516186796,10:59
1100,11,1516186797,10:59
1101,11,1516186798,10:59
1102,11,1516186799,10:59
1103,11,1516186800,11:0
1104,11,1516186801,11:0
1105,11,1516186802,11:0
1106,11,1516186803,11:0
1107,11,1516186804,11:0
1108,11,1516186805,11:0
1109,11,1516186806,11:0
1110,10,1516186807,11:0
1111,10,1516186808,11:0
1112,10,1516186809,11:0
1113,10,1516186810,11:0
1114,11,1516186811,11:0
1115,11,1516186812,11:0
1116,10,1516186813,11:0
1117,10,1516186814,11:0
1118,11,1516186815,11:0
1119,15,1516186816,11:0
1120,15,1516186817,11:0
1121,15,1516186818,11:0
1122,15,1516186819,11:0
1123,16,1516186820,11:0
1124,16,1516186821,11:0
1125,17,1516186822,11:0
1126,17,1516186823,11:0
1127,16,1516186824,11:0
1128,16,1516186825,11:0
1129,12,1516186826,11:0
1130,12,1516186827,11:0
1131,12,1516186828,11:0
1132,13,1516186829,11:0
1133,12,1516186830,11:0
1134,11,1516186831,11:0
1135,14,1516186832,11:0
1136,14,1516186833,11:0
1137,14,1516186834,11:0
1138,13,1516186835,11:0
1139,13,1516186836,11:0
1140,13,1516186837,11:0
1141,13,1516186838,11:0
1142,12,1516186839,11:0
1143,13,1516186840,11:0
1144,13,1516186841,11:0
1145,9,1516186842,11:0
1146,9,1516186843,11:0
1147,14,1516186844,11:0
1148,14,1516186845,11:0
1149,14,1516186846,11:0
1150,14,1516186847,11:0
1151,14,1516186848,11:0
1152,14,1516186849,11:0
1153,13,1516186850,11:0
1154,13,1516186851,11:0
1155,13,1516186852,11:0
1156,13,1516186853,11:0
1157,8,1516186854,11:0
1158,9,1516186855,11:0
1159,9,1516186856,11:0
1160,9,1516186857,11:0
1161,9,1516186858,11:0
1162,11,1516186859,11:0
1163,11,1516186860,11:1
1164,11,1516186861,11:1
1165,11,1516186862,11:1
1166,11,1516186863,11:1
1167,10,1516186864,11:1
1168,9,1516186865,11:1
1169,9,1516186866,11:1
1170,9,1516186867,11:1
1171,9,1516186868,11:1
1172,7,1516186869,11:1
1173,13,1516186870,11:1
1174,13,1516186871,11:1
1175,13,1516186872,11:1
1176,13,1516186873,11:1
1177,13,1516186874,11:1
1178,13,1516186875,11:1
1179,13,1516186876,11:1
1180,13,1516186877,11:1
1181,13,1516186878,11:1
1182,13,1516186879,11:1
1183,7,1516186880,11:1
1184,7,1516186881,11:1
1185,7,1516186882,11:1
1186,7,1516186883,11:1
1187,8,1516186884,11:1
1188,8,1516186885,11:1
1189,8,1516186886,11:1
1190,8,1516186887,11:1
1191,8,1516186888,11:1
1192,8,1516186889,11:1
1193,8,1516186890,11:1
1194,8,1516186891,11:1
1195,8,1516186892,11:1
1196,8,1516186893,11:1
1197,7,1516186894,11:1
1198,7,1516186895,11:1
1199,7,1516186896,11:1
1200,7,1516186897,11:1
1201,7,1516186898,11:1
1202,7,1516186899,11:1
1203,7,1516186900,11:1
1204,7,1516186901,11:1
1205,7,1516186902,11:1
1206,7,1516186903,11:1
1207,11,1516186904,11:1
1208,11,1516186905,11:1
1209,11,1516186906,11:1
1210,11,1516186907,11:1
1211,11,1516186908,11:1
1212,11,1516186909,11:1
1213,11,1516186910,11:1
1214,11,1516186911,11:1
1215,11,1516186912,11:1
1216,11,1516186913,11:1
1217,7,1516186914,11:1
1218,7,1516186915,11:1
1219,12,1516186916,11:1
1220,12,1516186917,11:1
1221,12,1516186918,11:1
1222,11,1516186919,11:1
1223,11,1516186920,11:2
1224,11,1516186921,11:2
1225,11,1516186922,11:2
1226,11,1516186923,11:2
1227,11,1516186924,11:2
1228,11,1516186925,11:2
1229,6,1516186926,11:2
1230,10,1516186927,11:2
1231,10,1516186928,11:2
1232,11,1516186929,11:2
1233,11,1516186930,11:2
1234,11,1516186931,11:2
1235,11,1516186932,11:2
1236,11,1516186933,11:2
1237,11,1516186934,11:2
1238,11,1516186935,11:2
1239,11,1516186936,11:2
1240,7,1516186937,11:2
1241,7,1516186938,11:2
1242,7,1516186939,11:2
1243,7,1516186940,11:2
1244,7,1516186941,11:2
1245,7,1516186942,11:2
1246,7,1516186943,11:2
1247,7,1516186944,11:2
1248,7,1516186945,11:2
1249,7,1516186946,11:2
1250,7,1516186947,11:2
1251,7,1516186948,11:2
1252,10,1516186949,11:2
1253,10,1516186950,11:2
1254,11,1516186951,11:2
1255,11,1516186952,11:2
1256,11,1516186953,11:2
1257,11,1516186954,11:2
1258,11,1516186955,11:2
1259,12,1516186956,11:2
1260,12,1516186957,11:2
1261,12,1516186958,11:2
1262,9,1516186959,11:2
1263,12,1516186960,11:2
1264,11,1516186961,11:2
1265,11,1516186962,11:2
1266,11,1516186963,11:2
1267,12,1516186964,11:2
1268,12,1516186965,11:2
1269,11,1516186966,11:2
1270,11,1516186967,11:2
1271,11,1516186968,11:2
1272,11,1516186969,11:2
1273,8,1516186970,11:2
1274,8,1516186971,11:2
1275,8,1516186972,11:2
1276,8,1516186973,11:2
1277,8,1516186974,11:2
1278,8,1516186975,11:2
1279,8,1516186976,11:2
1280,8,1516186977,11:2
1281,8,1516186978,11:2
1282,9,1516186979,11:2
1283,9,1516186980,11:3
1284,10,1516186981,11:3
1285,12,1516186982,11:3
1286,12,1516186983,11:3
1287,12,1516186984,11:3
1288,12,1516186985,11:3
1289,12,1516186986,11:3
1290,12,1516186987,11:3
1291,11,1516186988,11:3
1292,11,1516186989,11:3
1293,11,1516186990,11:3
1294,10,1516186991,11:3
1295,8,1516186992,11:3
1296,8,1516186993,11:3
1297,8,1516186994,11:3
1298,9,1516186995,11:3
1299,9,1516186996,11:3
1300,9,1516186997,11:3
1301,8,1516186998,11:3
1302,8,1516186999,11:3
1303,8,1516187000,11:3
1304,8,1516187001,11:3
1305,8,1516187002,11:3
1306,11,1516187003,11:3
1307,12,1516187004,11:3
1308,11,1516187005,11:3
1309,11,1516187006,11:3
1310,11,1516187007,11:3
1311,11,1516187008,11:3
1312,12,1516187009,11:3
1313,11,1516187010,11:3
1314,11,1516187011,11:3
1315,11,1516187012,11:3
1316,8,1516187013,11:3
1317,7,1516187014,11:3
1318,7,1516187015,11:3
1319,7,1516187016,11:3
1320,7,1516187017,11:3
1321,7,1516187018,11:3
1322,7,1516187019,11:3
1323,7,1516187020,11:3
1324,7,1516187021,11:3
1325,6,1516187022,11:3
1326,6,1516187023,11:3
1327,9,1516187024,11:3
1328,9,1516187025,11:3
1329,9,1516187026,11:3
1330,9,1516187027,11:3
1331,9,1516187028,11:3
1332,9,1516187029,11:3
1333,9,1516187030,11:3
1334,9,1516187031,11:3
1335,9,1516187032,11:3
1336,9,1516187033,11:3
1337,6,1516187034,11:3
1338,6,1516187035,11:3
1339,6,1516187036,11:3
1340,5,1516187037,11:3
1341,5,1516187038,11:3
1342,5,1516187039,11:3
1343,5,1516187040,11:4
1344,5,1516187041,11:4
1345,5,1516187042,11:4
1346,6,1516187043,11:4
1347,6,1516187044,11:4
1348,6,1516187045,11:4
1349,9,1516187046,11:4
1350,9,1516187047,11:4
1351,9,1516187048,11:4
1352,9,1516187049,11:4
1353,9,1516187050,11:4
1354,9,1516187051,11:4
1355,9,1516187052,11:4
1356,8,1516187053,11:4
1357,9,1516187054,11:4
1358,9,1516187055,11:4
1359,6,1516187056,11:4
1360,6,1516187057,11:4
1361,6,1516187058,11:4
1362,6,1516187059,11:4
1363,6,1516187060,11:4
1364,6,1516187061,11:4
1365,6,1516187062,11:4
1366,6,1516187063,11:4
1367,5,1516187064,11:4
1368,8,1516187065,11:4
1369,8,1516187066,11:4
1370,8,1516187067,11:4
1371,8,1516187068,11:4
1372,9,1516187069,11:4
1373,9,1516187070,11:4
1374,9,1516187071,11:4
1375,9,1516187072,11:4
1376,10,1516187073,11:4
1377,10,1516187074,11:4
1378,7,1516187075,11:4
1379,7,1516187076,11:4
1380,7,1516187077,11:4
1381,7,1516187078,11:4
1382,7,1516187079,11:4
1383,7,1516187080,11:4
1384,7,1516187081,11:4
1385,7,1516187082,11:4
1386,7,1516187083,11:4
1387,8,1516187084,11:4
1388,8,1516187085,11:4
1389,8,1516187086,11:4
1390,8,1516187087,11:4
1391,12,1516187088,11:4
1392,12,1516187089,11:4
1393,12,1516187090,11:4
1394,12,1516187091,11:4
1395,12,1516187092,11:4
1396,12,1516187093,11:4
1397,11,1516187094,11:4
1398,13,1516187095,11:4
1399,13,1516187096,11:4
1400,13,1516187097,11:4
1401,9,1516187098,11:4
1402,9,1516187099,11:4
1403,9,1516187100,11:5
1404,9,1516187101,11:5
1405,9,1516187102,11:5
1406,12,1516187103,11:5
1407,12,1516187104,11:5
1408,10,1516187105,11:5
1409,10,1516187106,11:5
1410,10,1516187107,11:5
1411,10,1516187108,11:5
1412,9,1516187109,11:5
1413,11,1516187110,11:5
1414,11,1516187111,11:5
1415,11,1516187112,11:5
1416,8,1516187113,11:5
1417,11,1516187114,11:5
1418,11,1516187115,11:5
1419,11,1516187116,11:5
1420,11,1516187117,11:5
1421,12,1516187118,11:5
1422,12,1516187119,11:5
1423,10,1516187120,11:5
1424,10,1516187121,11:5
1425,11,1516187122,11:5
1426,11,1516187123,11:5
1427,8,1516187124,11:5
1428,12,1516187125,11:5
1429,12,1516187126,11:5
1430,12,1516187127,11:5
1431,12,1516187128,11:5
1432,12,1516187129,11:5
1433,12,1516187130,11:5
